audio_fileNames,label_fileNames,acoustic_scene_label,events_label_list
office6_downshift_8.wav,office6_downshift_9.jams,office,"['doorslam', 'drawer', 'chairsmoving', 'phone', 'chairsmoving', 'chairsmoving', 'laughter', 'chairsmoving', 'keys', 'chairsmoving', 'chairsmoving', 'laughter', 'laughter', 'keys', 'knock', 'knock', 'drawer']"
office6_downshift_9.wav,office6_upshift_0.jams,office,"['knock', 'doorslam', 'chairsmoving', 'drawer', 'knock', 'knock', 'keys', 'laughter', 'knock', 'knock', 'laughter', 'chairsmoving', 'keys', 'keys', 'phone', 'phone', 'phone', 'chairsmoving', 'phone', 'drawer']"
office6_upshift_0.wav,office6_upshift_1.jams,office,"['laughter', 'keys', 'phone', 'chairsmoving', 'drawer', 'phone', 'drawer', 'chairsmoving', 'doorslam', 'laughter', 'chairsmoving', 'switch', 'keys', 'laughter', 'chairsmoving', 'switch', 'chairsmoving', 'doorslam', 'keys', 'keys', 'keys', 'chairsmoving', 'knock', 'drawer']"
office6_upshift_1.wav,office6_upshift_2.jams,office,"['doorslam', 'knock', 'switch', 'laughter', 'switch', 'phone', 'drawer', 'keys', 'doorslam', 'keys', 'drawer', 'drawer', 'phone', 'laughter', 'laughter', 'phone', 'knock', 'phone', 'switch', 'doorslam', 'phone', 'drawer']"
office6_upshift_2.wav,office6_upshift_3.jams,office,"['chairsmoving', 'drawer', 'switch', 'chairsmoving', 'knock', 'keys', 'chairsmoving', 'keys', 'chairsmoving', 'keys', 'phone']"
office6_upshift_3.wav,office6_upshift_4.jams,office,"['drawer', 'chairsmoving', 'switch', 'phone', 'switch', 'chairsmoving', 'laughter', 'keys', 'doorslam', 'switch', 'knock', 'chairsmoving', 'keys', 'switch', 'switch', 'drawer', 'chairsmoving']"
office6_upshift_4.wav,office6_upshift_5.jams,office,"['knock', 'phone', 'switch', 'laughter', 'drawer', 'doorslam', 'keys', 'chairsmoving', 'chairsmoving', 'drawer', 'doorslam', 'doorslam', 'knock', 'chairsmoving', 'chairsmoving', 'drawer', 'doorslam', 'chairsmoving', 'laughter', 'laughter']"
office6_upshift_5.wav,office6_upshift_6.jams,office,"['doorslam', 'phone']"
office6_upshift_6.wav,office6_upshift_7.jams,office,"['keys', 'knock', 'switch', 'doorslam', 'phone', 'switch', 'switch']"
office6_upshift_7.wav,office6_upshift_8.jams,office,"['switch', 'switch', 'drawer', 'switch', 'doorslam', 'phone', 'switch', 'laughter', 'laughter', 'knock', 'drawer', 'phone', 'knock', 'drawer', 'keys', 'switch', 'phone', 'phone', 'keys', 'switch', 'drawer']"
office6_upshift_8.wav,office6_upshift_9.jams,office,"['doorslam', 'drawer', 'chairsmoving', 'phone', 'chairsmoving', 'chairsmoving', 'laughter', 'chairsmoving', 'keys', 'chairsmoving', 'chairsmoving', 'laughter', 'laughter', 'keys', 'knock', 'knock', 'drawer']"
office6_upshift_9.wav,office7_0.jams,office,"['knock', 'doorslam', 'chairsmoving', 'drawer', 'knock', 'knock', 'keys', 'laughter', 'knock', 'knock', 'laughter', 'chairsmoving', 'keys', 'keys', 'phone', 'phone', 'phone', 'chairsmoving', 'phone', 'drawer']"
office7_0.wav,office7_1.jams,office,"['phone', 'keys', 'drawer', 'knock', 'phone', 'drawer', 'phone', 'phone', 'knock']"
office7_1.wav,office7_2.jams,office,"['doorslam', 'keys', 'drawer', 'knock']"
office7_2.wav,office7_3.jams,office,"['doorslam', 'keys', 'knock', 'laughter', 'doorslam']"
office7_3.wav,office7_4.jams,office,"['phone', 'keys', 'chairsmoving', 'doorslam', 'keys']"
office7_4.wav,office7_5.jams,office,"['doorslam', 'knock', 'drawer', 'switch', 'phone', 'phone', 'knock', 'keys', 'doorslam', 'knock', 'chairsmoving', 'keys', 'drawer', 'switch', 'doorslam', 'switch', 'phone', 'keys', 'knock', 'phone', 'chairsmoving', 'switch', 'keys', 'knock']"
office7_5.wav,office7_6.jams,office,"['chairsmoving', 'phone', 'phone', 'chairsmoving', 'drawer', 'phone', 'doorslam', 'switch', 'drawer', 'chairsmoving', 'chairsmoving', 'switch', 'phone']"
office7_6.wav,office7_7.jams,office,"['laughter', 'laughter', 'drawer']"
office7_7.wav,office7_8.jams,office,"['knock', 'laughter', 'drawer', 'chairsmoving', 'laughter', 'drawer', 'laughter', 'keys', 'doorslam', 'knock', 'drawer', 'laughter', 'chairsmoving', 'knock', 'chairsmoving', 'switch', 'knock', 'phone', 'keys']"
office7_8.wav,office7_9.jams,office,"['doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'phone', 'switch', 'phone', 'phone', 'laughter', 'drawer']"
office7_9.wav,office7_downshift_0.jams,office,"['knock', 'knock', 'phone', 'keys', 'switch', 'keys', 'knock']"
office7_downshift_0.wav,office7_downshift_1.jams,office,"['phone', 'keys', 'drawer', 'knock', 'phone', 'drawer', 'phone', 'phone', 'knock']"
office7_downshift_1.wav,office7_downshift_2.jams,office,"['doorslam', 'keys', 'drawer', 'knock']"
office7_downshift_2.wav,office7_downshift_3.jams,office,"['doorslam', 'keys', 'knock', 'laughter', 'doorslam']"
office7_downshift_3.wav,office7_downshift_4.jams,office,"['phone', 'keys', 'chairsmoving', 'doorslam', 'keys']"
office7_downshift_4.wav,office7_downshift_5.jams,office,"['doorslam', 'knock', 'drawer', 'switch', 'phone', 'phone', 'knock', 'keys', 'doorslam', 'knock', 'chairsmoving', 'keys', 'drawer', 'switch', 'doorslam', 'switch', 'phone', 'keys', 'knock', 'phone', 'chairsmoving', 'switch', 'keys', 'knock']"
office7_downshift_5.wav,office7_downshift_6.jams,office,"['chairsmoving', 'phone', 'phone', 'chairsmoving', 'drawer', 'phone', 'doorslam', 'switch', 'drawer', 'chairsmoving', 'chairsmoving', 'switch', 'phone']"
office7_downshift_6.wav,office7_downshift_7.jams,office,"['laughter', 'laughter', 'drawer']"
office7_downshift_7.wav,office7_downshift_8.jams,office,"['knock', 'laughter', 'drawer', 'chairsmoving', 'laughter', 'drawer', 'laughter', 'keys', 'doorslam', 'knock', 'drawer', 'laughter', 'chairsmoving', 'knock', 'chairsmoving', 'switch', 'knock', 'phone', 'keys']"
office7_downshift_8.wav,office7_downshift_9.jams,office,"['doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'phone', 'switch', 'phone', 'phone', 'laughter', 'drawer']"
office7_downshift_9.wav,office7_upshift_0.jams,office,"['knock', 'knock', 'phone', 'keys', 'switch', 'keys', 'knock']"
office7_upshift_0.wav,office7_upshift_1.jams,office,"['phone', 'keys', 'drawer', 'knock', 'phone', 'drawer', 'phone', 'phone', 'knock']"
office7_upshift_1.wav,office7_upshift_2.jams,office,"['doorslam', 'keys', 'drawer', 'knock']"
office7_upshift_2.wav,office7_upshift_3.jams,office,"['doorslam', 'keys', 'knock', 'laughter', 'doorslam']"
office7_upshift_3.wav,office7_upshift_4.jams,office,"['phone', 'keys', 'chairsmoving', 'doorslam', 'keys']"
office7_upshift_4.wav,office7_upshift_5.jams,office,"['doorslam', 'knock', 'drawer', 'switch', 'phone', 'phone', 'knock', 'keys', 'doorslam', 'knock', 'chairsmoving', 'keys', 'drawer', 'switch', 'doorslam', 'switch', 'phone', 'keys', 'knock', 'phone', 'chairsmoving', 'switch', 'keys', 'knock']"
office7_upshift_5.wav,office7_upshift_6.jams,office,"['chairsmoving', 'phone', 'phone', 'chairsmoving', 'drawer', 'phone', 'doorslam', 'switch', 'drawer', 'chairsmoving', 'chairsmoving', 'switch', 'phone']"
office7_upshift_6.wav,office7_upshift_7.jams,office,"['laughter', 'laughter', 'drawer']"
office7_upshift_7.wav,office7_upshift_8.jams,office,"['knock', 'laughter', 'drawer', 'chairsmoving', 'laughter', 'drawer', 'laughter', 'keys', 'doorslam', 'knock', 'drawer', 'laughter', 'chairsmoving', 'knock', 'chairsmoving', 'switch', 'knock', 'phone', 'keys']"
office7_upshift_8.wav,office7_upshift_9.jams,office,"['doorslam', 'knock', 'chairsmoving', 'knock', 'laughter', 'doorslam', 'switch', 'phone', 'switch', 'phone', 'phone', 'laughter', 'drawer']"
office7_upshift_9.wav,office8_0.jams,office,"['knock', 'knock', 'phone', 'keys', 'switch', 'keys', 'knock']"
office8_0.wav,office8_1.jams,office,['doorslam']
office8_1.wav,office8_2.jams,office,"['phone', 'laughter', 'knock', 'drawer', 'doorslam', 'keys', 'switch', 'doorslam', 'doorslam', 'drawer', 'laughter', 'knock', 'doorslam']"
office8_2.wav,office8_3.jams,office,"['drawer', 'switch', 'switch', 'keys', 'chairsmoving', 'switch', 'phone', 'laughter', 'drawer', 'keys', 'switch', 'switch', 'knock', 'doorslam', 'knock', 'phone', 'phone', 'chairsmoving', 'phone', 'phone', 'chairsmoving']"
office8_3.wav,office8_4.jams,office,"['switch', 'keys', 'drawer', 'chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'phone', 'phone', 'phone', 'phone', 'doorslam', 'drawer', 'keys', 'laughter', 'laughter', 'doorslam', 'chairsmoving', 'chairsmoving', 'drawer', 'laughter', 'doorslam', 'phone', 'phone']"
office8_4.wav,office8_5.jams,office,"['phone', 'laughter', 'doorslam', 'drawer', 'doorslam', 'phone', 'knock', 'chairsmoving', 'keys', 'laughter', 'switch', 'drawer']"
office8_5.wav,office8_6.jams,office,"['knock', 'switch', 'keys', 'phone', 'keys', 'phone', 'keys', 'laughter', 'drawer', 'switch', 'laughter', 'laughter', 'keys', 'switch']"
office8_6.wav,office8_7.jams,office,"['drawer', 'phone', 'laughter']"
office8_8.wav,office8_8.jams,office,"['keys', 'drawer', 'chairsmoving', 'keys', 'laughter', 'doorslam', 'drawer', 'drawer', 'doorslam', 'keys', 'doorslam', 'switch', 'switch', 'knock', 'keys', 'phone', 'phone', 'phone', 'knock', 'laughter', 'knock', 'switch', 'laughter', 'doorslam', 'chairsmoving', 'switch']"
office8_9.wav,office8_9.jams,office,"['chairsmoving', 'switch', 'keys']"
office8_downshift_0.wav,office8_downshift_0.jams,office,['doorslam']
office8_downshift_1.wav,office8_downshift_1.jams,office,"['phone', 'laughter', 'knock', 'drawer', 'doorslam', 'keys', 'switch', 'doorslam', 'doorslam', 'drawer', 'laughter', 'knock', 'doorslam']"
office8_downshift_2.wav,office8_downshift_2.jams,office,"['drawer', 'switch', 'switch', 'keys', 'chairsmoving', 'switch', 'phone', 'laughter', 'drawer', 'keys', 'switch', 'switch', 'knock', 'doorslam', 'knock', 'phone', 'phone', 'chairsmoving', 'phone', 'phone', 'chairsmoving']"
office8_downshift_3.wav,office8_downshift_3.jams,office,"['switch', 'keys', 'drawer', 'chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'phone', 'phone', 'phone', 'phone', 'doorslam', 'drawer', 'keys', 'laughter', 'laughter', 'doorslam', 'chairsmoving', 'chairsmoving', 'drawer', 'laughter', 'doorslam', 'phone', 'phone']"
office8_downshift_4.wav,office8_downshift_4.jams,office,"['phone', 'laughter', 'doorslam', 'drawer', 'doorslam', 'phone', 'knock', 'chairsmoving', 'keys', 'laughter', 'switch', 'drawer']"
office8_downshift_5.wav,office8_downshift_5.jams,office,"['knock', 'switch', 'keys', 'phone', 'keys', 'phone', 'keys', 'laughter', 'drawer', 'switch', 'laughter', 'laughter', 'keys', 'switch']"
office8_downshift_6.wav,office8_downshift_6.jams,office,"['drawer', 'phone', 'laughter']"
office8_downshift_7.wav,office8_downshift_7.jams,office,"['switch', 'switch']"
office8_downshift_8.wav,office8_downshift_8.jams,office,"['keys', 'drawer', 'chairsmoving', 'keys', 'laughter', 'doorslam', 'drawer', 'drawer', 'doorslam', 'keys', 'doorslam', 'switch', 'switch', 'knock', 'keys', 'phone', 'phone', 'phone', 'knock', 'laughter', 'knock', 'switch', 'laughter', 'doorslam', 'chairsmoving', 'switch']"
office8_downshift_9.wav,office8_downshift_9.jams,office,"['chairsmoving', 'switch', 'keys']"
office8_upshift_0.wav,office8_upshift_0.jams,office,['doorslam']
office8_upshift_1.wav,office8_upshift_1.jams,office,"['phone', 'laughter', 'knock', 'drawer', 'doorslam', 'keys', 'switch', 'doorslam', 'doorslam', 'drawer', 'laughter', 'knock', 'doorslam']"
office8_upshift_2.wav,office8_upshift_2.jams,office,"['drawer', 'switch', 'switch', 'keys', 'chairsmoving', 'switch', 'phone', 'laughter', 'drawer', 'keys', 'switch', 'switch', 'knock', 'doorslam', 'knock', 'phone', 'phone', 'chairsmoving', 'phone', 'phone', 'chairsmoving']"
office8_upshift_3.wav,office8_upshift_3.jams,office,"['switch', 'keys', 'drawer', 'chairsmoving', 'chairsmoving', 'drawer', 'drawer', 'phone', 'phone', 'phone', 'phone', 'doorslam', 'drawer', 'keys', 'laughter', 'laughter', 'doorslam', 'chairsmoving', 'chairsmoving', 'drawer', 'laughter', 'doorslam', 'phone', 'phone']"
office8_upshift_4.wav,office8_upshift_4.jams,office,"['phone', 'laughter', 'doorslam', 'drawer', 'doorslam', 'phone', 'knock', 'chairsmoving', 'keys', 'laughter', 'switch', 'drawer']"
office8_upshift_5.wav,office8_upshift_5.jams,office,"['knock', 'switch', 'keys', 'phone', 'keys', 'phone', 'keys', 'laughter', 'drawer', 'switch', 'laughter', 'laughter', 'keys', 'switch']"
office8_upshift_6.wav,office8_upshift_6.jams,office,"['drawer', 'phone', 'laughter']"
office8_upshift_7.wav,office8_upshift_7.jams,office,"['switch', 'switch']"
office8_upshift_8.wav,office8_upshift_8.jams,office,"['keys', 'drawer', 'chairsmoving', 'keys', 'laughter', 'doorslam', 'drawer', 'drawer', 'doorslam', 'keys', 'doorslam', 'switch', 'switch', 'knock', 'keys', 'phone', 'phone', 'phone', 'knock', 'laughter', 'knock', 'switch', 'laughter', 'doorslam', 'chairsmoving', 'switch']"
office8_upshift_9.wav,office8_upshift_9.jams,office,"['chairsmoving', 'switch', 'keys']"
office9_0.wav,office9_0.jams,office,"['doorslam', 'keys', 'drawer', 'drawer', 'switch', 'knock', 'laughter', 'keys', 'knock', 'drawer', 'knock', 'chairsmoving', 'keys', 'switch', 'keys', 'drawer', 'knock', 'phone', 'phone', 'laughter', 'drawer', 'laughter', 'laughter', 'switch', 'chairsmoving']"
office9_1.wav,office9_1.jams,office,['chairsmoving']
office9_2.wav,office9_2.jams,office,"['chairsmoving', 'laughter', 'switch', 'knock', 'phone', 'drawer', 'laughter', 'keys', 'drawer', 'laughter', 'switch']"
office9_3.wav,office9_3.jams,office,"['laughter', 'phone', 'chairsmoving', 'laughter', 'laughter', 'laughter', 'laughter', 'knock', 'keys', 'laughter']"
office9_4.wav,office9_4.jams,office,"['switch', 'knock', 'laughter', 'chairsmoving', 'switch', 'laughter', 'phone', 'switch', 'drawer', 'switch', 'chairsmoving']"
office9_5.wav,office9_5.jams,office,"['switch', 'phone', 'doorslam', 'switch']"
office9_6.wav,office9_6.jams,office,['knock']
office9_7.wav,office9_7.jams,office,"['switch', 'doorslam', 'doorslam', 'switch', 'knock', 'keys', 'phone', 'doorslam', 'drawer', 'knock', 'drawer', 'laughter', 'laughter', 'drawer', 'keys', 'phone', 'drawer']"
office9_8.wav,office9_8.jams,office,"['doorslam', 'keys', 'drawer', 'laughter', 'drawer']"
office9_9.wav,office9_9.jams,office,"['keys', 'switch', 'laughter', 'drawer']"
office9_downshift_0.wav,office9_downshift_0.jams,office,"['doorslam', 'keys', 'drawer', 'drawer', 'switch', 'knock', 'laughter', 'keys', 'knock', 'drawer', 'knock', 'chairsmoving', 'keys', 'switch', 'keys', 'drawer', 'knock', 'phone', 'phone', 'laughter', 'drawer', 'laughter', 'laughter', 'switch', 'chairsmoving']"
office9_downshift_1.wav,office9_downshift_1.jams,office,['chairsmoving']
office9_downshift_2.wav,office9_downshift_2.jams,office,"['chairsmoving', 'laughter', 'switch', 'knock', 'phone', 'drawer', 'laughter', 'keys', 'drawer', 'laughter', 'switch']"
office9_downshift_3.wav,office9_downshift_3.jams,office,"['laughter', 'phone', 'chairsmoving', 'laughter', 'laughter', 'laughter', 'laughter', 'knock', 'keys', 'laughter']"
office9_downshift_4.wav,office9_downshift_4.jams,office,"['switch', 'knock', 'laughter', 'chairsmoving', 'switch', 'laughter', 'phone', 'switch', 'drawer', 'switch', 'chairsmoving']"
office9_downshift_5.wav,office9_downshift_5.jams,office,"['switch', 'phone', 'doorslam', 'switch']"
office9_downshift_6.wav,office9_downshift_6.jams,office,['knock']
office9_downshift_7.wav,office9_downshift_7.jams,office,"['switch', 'doorslam', 'doorslam', 'switch', 'knock', 'keys', 'phone', 'doorslam', 'drawer', 'knock', 'drawer', 'laughter', 'laughter', 'drawer', 'keys', 'phone', 'drawer']"
office9_downshift_8.wav,office9_downshift_8.jams,office,"['doorslam', 'keys', 'drawer', 'laughter', 'drawer']"
office9_downshift_9.wav,office9_downshift_9.jams,office,"['keys', 'switch', 'laughter', 'drawer']"
office9_upshift_0.wav,office9_upshift_0.jams,office,"['doorslam', 'keys', 'drawer', 'drawer', 'switch', 'knock', 'laughter', 'keys', 'knock', 'drawer', 'knock', 'chairsmoving', 'keys', 'switch', 'keys', 'drawer', 'knock', 'phone', 'phone', 'laughter', 'drawer', 'laughter', 'laughter', 'switch', 'chairsmoving']"
office9_upshift_1.wav,office9_upshift_1.jams,office,['chairsmoving']
office9_upshift_2.wav,office9_upshift_2.jams,office,"['chairsmoving', 'laughter', 'switch', 'knock', 'phone', 'drawer', 'laughter', 'keys', 'drawer', 'laughter', 'switch']"
office9_upshift_3.wav,office9_upshift_3.jams,office,"['laughter', 'phone', 'chairsmoving', 'laughter', 'laughter', 'laughter', 'laughter', 'knock', 'keys', 'laughter']"
office9_upshift_4.wav,office9_upshift_4.jams,office,"['switch', 'knock', 'laughter', 'chairsmoving', 'switch', 'laughter', 'phone', 'switch', 'drawer', 'switch', 'chairsmoving']"
office9_upshift_5.wav,office9_upshift_5.jams,office,"['switch', 'phone', 'doorslam', 'switch']"
office9_upshift_6.wav,office9_upshift_6.jams,office,['knock']
office9_upshift_7.wav,office9_upshift_7.jams,office,"['switch', 'doorslam', 'doorslam', 'switch', 'knock', 'keys', 'phone', 'doorslam', 'drawer', 'knock', 'drawer', 'laughter', 'laughter', 'drawer', 'keys', 'phone', 'drawer']"
office9_upshift_8.wav,office9_upshift_8.jams,office,"['doorslam', 'keys', 'drawer', 'laughter', 'drawer']"
office9_upshift_9.wav,office9_upshift_9.jams,office,"['keys', 'switch', 'laughter', 'drawer']"
openairmarket10_0.wav,openairmarket10_0.jams,openairmarket,"['wind', 'wind', 'lightrain', 'money', 'bagrustle', 'lightrain', 'lightrain', 'lightrain', 'lightrain', 'lightrain', 'wind', 'cooking', 'footsteps', 'speech', 'wind']"
openairmarket10_1.wav,openairmarket10_1.jams,openairmarket,"['money', 'cooking', 'buspassby', 'money', 'footsteps', 'lightrain', 'wind', 'wind', 'footsteps', 'footstepsongrass', 'money', 'lightrain', 'cooking']"
openairmarket10_2.wav,openairmarket10_2.jams,openairmarket,"['buspassby', 'cooking', 'speech', 'bagrustle', 'wind', 'footstepsongrass', 'wind', 'footstepsongrass', 'wind', 'money', 'footstepsongrass', 'bagrustle', 'cooking', 'lightrain', 'buspassby', 'money', 'footsteps', 'footstepsongrass', 'wind', 'bagrustle', 'cooking', 'lightrain', 'buspassby', 'footstepsongrass', 'speech', 'footsteps']"
openairmarket10_3.wav,openairmarket10_3.jams,openairmarket,"['cooking', 'speech']"
openairmarket10_4.wav,openairmarket10_4.jams,openairmarket,"['wind', 'wind', 'cooking', 'footstepsongrass', 'speech', 'money', 'bagrustle', 'wind', 'buspassby', 'footstepsongrass', 'footstepsongrass', 'bagrustle', 'wind', 'speech', 'cooking', 'lightrain', 'wind', 'footstepsongrass', 'lightrain', 'footstepsongrass', 'buspassby']"
openairmarket10_5.wav,openairmarket10_5.jams,openairmarket,"['footsteps', 'wind', 'footsteps', 'buspassby', 'wind', 'speech', 'bagrustle', 'footstepsongrass', 'buspassby', 'speech', 'footstepsongrass']"
openairmarket10_6.wav,openairmarket10_6.jams,openairmarket,"['cooking', 'buspassby', 'speech', 'bagrustle', 'footsteps', 'buspassby', 'footsteps', 'footsteps', 'wind', 'wind', 'footsteps', 'wind', 'money', 'money', 'buspassby', 'lightrain', 'lightrain', 'speech', 'wind', 'footstepsongrass', 'bagrustle', 'cooking', 'bagrustle', 'lightrain', 'buspassby']"
openairmarket10_7.wav,openairmarket10_7.jams,openairmarket,"['lightrain', 'money', 'bagrustle', 'money', 'money', 'cooking', 'buspassby', 'wind', 'speech']"
openairmarket10_8.wav,openairmarket10_8.jams,openairmarket,"['wind', 'wind', 'speech', 'footsteps', 'footsteps', 'footstepsongrass', 'speech', 'buspassby', 'cooking', 'cooking']"
openairmarket10_9.wav,openairmarket10_9.jams,openairmarket,"['bagrustle', 'speech', 'cooking', 'wind', 'money', 'speech', 'footstepsongrass', 'cooking', 'speech', 'bagrustle', 'footstepsongrass', 'lightrain', 'buspassby']"
openairmarket10_downshift_0.wav,openairmarket10_downshift_0.jams,openairmarket,"['wind', 'wind', 'lightrain', 'money', 'bagrustle', 'lightrain', 'lightrain', 'lightrain', 'lightrain', 'lightrain', 'wind', 'cooking', 'footsteps', 'speech', 'wind']"
openairmarket10_downshift_1.wav,openairmarket10_downshift_1.jams,openairmarket,"['money', 'cooking', 'buspassby', 'money', 'footsteps', 'lightrain', 'wind', 'wind', 'footsteps', 'footstepsongrass', 'money', 'lightrain', 'cooking']"
openairmarket10_downshift_2.wav,openairmarket10_downshift_2.jams,openairmarket,"['buspassby', 'cooking', 'speech', 'bagrustle', 'wind', 'footstepsongrass', 'wind', 'footstepsongrass', 'wind', 'money', 'footstepsongrass', 'bagrustle', 'cooking', 'lightrain', 'buspassby', 'money', 'footsteps', 'footstepsongrass', 'wind', 'bagrustle', 'cooking', 'lightrain', 'buspassby', 'footstepsongrass', 'speech', 'footsteps']"
openairmarket10_downshift_3.wav,openairmarket10_downshift_3.jams,openairmarket,"['cooking', 'speech']"
openairmarket10_downshift_4.wav,openairmarket10_downshift_4.jams,openairmarket,"['wind', 'wind', 'cooking', 'footstepsongrass', 'speech', 'money', 'bagrustle', 'wind', 'buspassby', 'footstepsongrass', 'footstepsongrass', 'bagrustle', 'wind', 'speech', 'cooking', 'lightrain', 'wind', 'footstepsongrass', 'lightrain', 'footstepsongrass', 'buspassby']"
openairmarket10_downshift_5.wav,openairmarket10_downshift_5.jams,openairmarket,"['footsteps', 'wind', 'footsteps', 'buspassby', 'wind', 'speech', 'bagrustle', 'footstepsongrass', 'buspassby', 'speech', 'footstepsongrass']"
openairmarket10_downshift_6.wav,openairmarket10_downshift_6.jams,openairmarket,"['cooking', 'buspassby', 'speech', 'bagrustle', 'footsteps', 'buspassby', 'footsteps', 'footsteps', 'wind', 'wind', 'footsteps', 'wind', 'money', 'money', 'buspassby', 'lightrain', 'lightrain', 'speech', 'wind', 'footstepsongrass', 'bagrustle', 'cooking', 'bagrustle', 'lightrain', 'buspassby']"
openairmarket10_downshift_7.wav,openairmarket10_downshift_7.jams,openairmarket,"['lightrain', 'money', 'bagrustle', 'money', 'money', 'cooking', 'buspassby', 'wind', 'speech']"
openairmarket10_downshift_8.wav,openairmarket10_downshift_8.jams,openairmarket,"['wind', 'wind', 'speech', 'footsteps', 'footsteps', 'footstepsongrass', 'speech', 'buspassby', 'cooking', 'cooking']"
openairmarket10_downshift_9.wav,openairmarket10_downshift_9.jams,openairmarket,"['bagrustle', 'speech', 'cooking', 'wind', 'money', 'speech', 'footstepsongrass', 'cooking', 'speech', 'bagrustle', 'footstepsongrass', 'lightrain', 'buspassby']"
openairmarket10_upshift_0.wav,openairmarket10_upshift_0.jams,openairmarket,"['wind', 'wind', 'lightrain', 'money', 'bagrustle', 'lightrain', 'lightrain', 'lightrain', 'lightrain', 'lightrain', 'wind', 'cooking', 'footsteps', 'speech', 'wind']"
openairmarket10_upshift_1.wav,openairmarket10_upshift_1.jams,openairmarket,"['money', 'cooking', 'buspassby', 'money', 'footsteps', 'lightrain', 'wind', 'wind', 'footsteps', 'footstepsongrass', 'money', 'lightrain', 'cooking']"
openairmarket10_upshift_2.wav,openairmarket10_upshift_2.jams,openairmarket,"['buspassby', 'cooking', 'speech', 'bagrustle', 'wind', 'footstepsongrass', 'wind', 'footstepsongrass', 'wind', 'money', 'footstepsongrass', 'bagrustle', 'cooking', 'lightrain', 'buspassby', 'money', 'footsteps', 'footstepsongrass', 'wind', 'bagrustle', 'cooking', 'lightrain', 'buspassby', 'footstepsongrass', 'speech', 'footsteps']"
openairmarket10_upshift_3.wav,openairmarket10_upshift_3.jams,openairmarket,"['cooking', 'speech']"
openairmarket10_upshift_4.wav,openairmarket10_upshift_4.jams,openairmarket,"['wind', 'wind', 'cooking', 'footstepsongrass', 'speech', 'money', 'bagrustle', 'wind', 'buspassby', 'footstepsongrass', 'footstepsongrass', 'bagrustle', 'wind', 'speech', 'cooking', 'lightrain', 'wind', 'footstepsongrass', 'lightrain', 'footstepsongrass', 'buspassby']"
openairmarket10_upshift_5.wav,openairmarket10_upshift_5.jams,openairmarket,"['footsteps', 'wind', 'footsteps', 'buspassby', 'wind', 'speech', 'bagrustle', 'footstepsongrass', 'buspassby', 'speech', 'footstepsongrass']"
openairmarket10_upshift_6.wav,openairmarket10_upshift_6.jams,openairmarket,"['cooking', 'buspassby', 'speech', 'bagrustle', 'footsteps', 'buspassby', 'footsteps', 'footsteps', 'wind', 'wind', 'footsteps', 'wind', 'money', 'money', 'buspassby', 'lightrain', 'lightrain', 'speech', 'wind', 'footstepsongrass', 'bagrustle', 'cooking', 'bagrustle', 'lightrain', 'buspassby']"
openairmarket10_upshift_7.wav,openairmarket10_upshift_7.jams,openairmarket,"['lightrain', 'money', 'bagrustle', 'money', 'money', 'cooking', 'buspassby', 'wind', 'speech']"
openairmarket10_upshift_8.wav,openairmarket10_upshift_8.jams,openairmarket,"['wind', 'wind', 'speech', 'footsteps', 'footsteps', 'footstepsongrass', 'speech', 'buspassby', 'cooking', 'cooking']"
openairmarket10_upshift_9.wav,openairmarket10_upshift_9.jams,openairmarket,"['bagrustle', 'speech', 'cooking', 'wind', 'money', 'speech', 'footstepsongrass', 'cooking', 'speech', 'bagrustle', 'footstepsongrass', 'lightrain', 'buspassby']"
openairmarket1_0.wav,openairmarket1_0.jams,openairmarket,"['bagrustle', 'money', 'money', 'footstepsongrass', 'bagrustle', 'footsteps', 'money', 'footsteps', 'bagrustle', 'footsteps']"
openairmarket1_1.wav,openairmarket1_1.jams,openairmarket,['footstepsongrass']
openairmarket1_2.wav,openairmarket1_2.jams,openairmarket,"['money', 'footstepsongrass', 'footsteps', 'lightrain', 'footstepsongrass', 'speech', 'footstepsongrass', 'wind', 'buspassby', 'cooking', 'footsteps', 'wind', 'lightrain', 'lightrain', 'footsteps', 'speech', 'wind', 'wind', 'footsteps', 'cooking', 'buspassby']"
openairmarket1_3.wav,openairmarket1_3.jams,openairmarket,"['footsteps', 'bagrustle', 'bagrustle', 'footsteps', 'footstepsongrass', 'bagrustle', 'cooking', 'footsteps', 'footstepsongrass', 'cooking', 'footstepsongrass', 'bagrustle', 'speech', 'wind', 'bagrustle', 'buspassby', 'wind', 'cooking', 'bagrustle', 'lightrain', 'wind', 'bagrustle', 'lightrain', 'money', 'footsteps', 'money', 'speech', 'cooking', 'bagrustle']"
openairmarket1_4.wav,openairmarket1_4.jams,openairmarket,"['money', 'speech', 'money', 'cooking', 'wind', 'money', 'footsteps']"
openairmarket1_5.wav,openairmarket1_5.jams,openairmarket,"['bagrustle', 'bagrustle', 'money', 'lightrain', 'footstepsongrass', 'buspassby', 'buspassby', 'wind']"
openairmarket1_6.wav,openairmarket1_6.jams,openairmarket,"['speech', 'buspassby', 'lightrain', 'speech', 'buspassby', 'buspassby']"
