files,labels,panns_inference_events_list
audio/metro_station-barcelona-61-1849-a.wav,metro_station,"['Vehicle', 'Field recording', 'Aircraft', 'Car', 'Train', 'Fixed-wing aircraft, airplane', 'Outside, rural or natural', 'Outside, urban or manmade', 'Ship', 'Boat, Water vehicle', 'Railroad car, train wagon', 'Rail transport', 'Wind noise (microphone)']"
audio/metro_station-barcelona-61-1850-a.wav,metro_station,"['Animal', 'Mouse', 'Speech', 'Vehicle', 'Silence']"
audio/metro_station-barcelona-61-1851-a.wav,metro_station,"['Music', 'Musical instrument', 'Speech']"
audio/metro_station-barcelona-61-1852-a.wav,metro_station,"['Vehicle', 'Silence', 'Field recording', 'Speech']"
audio/metro_station-barcelona-62-1853-a.wav,metro_station,"['Vehicle', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Music', 'Silence']"
audio/metro_station-barcelona-62-1854-a.wav,metro_station,"['Vehicle', 'White noise']"
audio/metro_station-barcelona-62-1855-a.wav,metro_station,"['Speech', 'Train', 'Vehicle', 'Rail transport', 'Railroad car, train wagon', 'Music', 'Train horn', 'Outside, urban or manmade', 'Subway, metro, underground']"
audio/metro_station-barcelona-62-1856-a.wav,metro_station,"['Silence', 'Inside, small room', 'Speech', 'Music']"
audio/metro_station-barcelona-62-1857-a.wav,metro_station,"['Speech', 'Animal', 'Male speech, man speaking', 'Narration, monologue', 'Music']"
audio/metro_station-barcelona-62-1858-a.wav,metro_station,"['Speech', 'Silence', 'Inside, small room', 'Animal', 'Female speech, woman speaking', 'Narration, monologue']"
audio/metro_station-barcelona-62-1859-a.wav,metro_station,"['Silence', 'Speech', 'Music']"
audio/metro_station-barcelona-62-1860-a.wav,metro_station,['Silence']
audio/metro_station-barcelona-62-1861-a.wav,metro_station,"['Speech', 'Silence', 'Inside, small room', 'Music']"
audio/metro_station-barcelona-62-1862-a.wav,metro_station,"['Speech', 'Animal', 'Silence', 'Female speech, woman speaking', 'Music', 'Mouse', 'Narration, monologue']"
audio/metro_station-barcelona-62-1863-a.wav,metro_station,"['Train', 'Rail transport', 'Railroad car, train wagon', 'Vehicle', 'Music', 'Subway, metro, underground', 'Train horn', 'Siren', 'Silence']"
audio/metro_station-barcelona-62-1864-a.wav,metro_station,"['Speech', 'Female speech, woman speaking', 'Silence', 'Narration, monologue']"
audio/metro_station-barcelona-62-1865-a.wav,metro_station,"['Vehicle', 'Train', 'Wind', 'Wind noise (microphone)', 'Silence', 'Boat, Water vehicle']"
audio/metro_station-barcelona-62-1866-a.wav,metro_station,"['Silence', 'Sigh', 'Music', 'Inside, small room']"
audio/metro_station-barcelona-62-1867-a.wav,metro_station,"['Train', 'Rail transport', 'Railroad car, train wagon', 'Subway, metro, underground', 'Vehicle', 'Train wheels squealing', 'Train horn', 'Clickety-clack', 'Music']"
audio/metro_station-barcelona-62-1868-a.wav,metro_station,"['Speech', 'Silence', 'Sigh', 'Inside, small room', 'Animal']"
audio/metro_station-barcelona-62-1869-a.wav,metro_station,"['Silence', 'Speech', 'Inside, small room', 'Music']"
audio/metro_station-barcelona-62-1870-a.wav,metro_station,"['Train', 'Vehicle', 'Rail transport', 'Railroad car, train wagon', 'Subway, metro, underground', 'Snort', 'Music']"
audio/metro_station-barcelona-62-1871-a.wav,metro_station,"['Silence', 'Speech', 'Inside, small room', 'Animal', 'Music']"
audio/metro_station-barcelona-62-1872-a.wav,metro_station,"['Train', 'Railroad car, train wagon', 'Rail transport', 'Vehicle', 'Music', 'Subway, metro, underground', 'Speech', 'Chime']"
audio/metro_station-barcelona-62-1873-a.wav,metro_station,"['Speech', 'Male speech, man speaking', 'Narration, monologue', 'Animal']"
audio/metro_station-barcelona-62-1874-a.wav,metro_station,"['Train', 'Vehicle', 'Railroad car, train wagon', 'Rail transport', 'Train horn', 'Music', 'Vehicle horn, car horn, honking', 'Outside, urban or manmade', 'Subway, metro, underground']"
audio/metro_station-barcelona-62-1875-a.wav,metro_station,"['Train', 'Rail transport', 'Railroad car, train wagon', 'Vehicle', 'Subway, metro, underground', 'Clickety-clack', 'Train wheels squealing', 'Outside, urban or manmade']"
audio/metro_station-barcelona-62-1876-a.wav,metro_station,"['Vehicle', 'Silence', 'White noise', 'Music']"
audio/metro_station-barcelona-62-1877-a.wav,metro_station,"['Train', 'Train wheels squealing', 'Rail transport', 'Railroad car, train wagon', 'Subway, metro, underground', 'Vehicle', 'Clickety-clack', 'Speech']"
audio/metro_station-barcelona-62-1878-a.wav,metro_station,"['Speech', 'Music', 'Silence', 'Vehicle']"
audio/metro_station-barcelona-62-1879-a.wav,metro_station,"['Train', 'Rail transport', 'Railroad car, train wagon', 'Vehicle', 'Train horn', 'Subway, metro, underground', 'Outside, urban or manmade', 'Clickety-clack', 'Train whistle', 'Vehicle horn, car horn, honking']"
audio/metro_station-barcelona-62-1880-a.wav,metro_station,"['Silence', 'Speech', 'Music']"
audio/metro_station-barcelona-63-1881-a.wav,metro_station,"['Music', 'Vehicle', 'Rumble', 'Cupboard open or close']"
audio/metro_station-barcelona-63-1882-a.wav,metro_station,"['White noise', 'Vehicle', 'Mechanical fan', 'Microwave oven', 'Ship']"
audio/metro_station-barcelona-63-1883-a.wav,metro_station,"['Vehicle', 'White noise', 'Ship', 'Train', 'Car']"
audio/metro_station-barcelona-63-1884-a.wav,metro_station,"['Vehicle', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Subway, metro, underground']"
audio/metro_station-barcelona-63-1885-a.wav,metro_station,"['Vehicle', 'White noise', 'Ship']"
audio/metro_station-barcelona-63-1886-a.wav,metro_station,"['Vehicle', 'Ship', 'White noise', 'Boat, Water vehicle', 'Car', 'Microwave oven', 'Mechanical fan']"
audio/metro_station-barcelona-63-1887-a.wav,metro_station,"['Vehicle', 'Aircraft', 'Car', 'White noise', 'Train', 'Fixed-wing aircraft, airplane', 'Field recording', 'Ship']"
audio/metro_station-barcelona-63-1888-a.wav,metro_station,"['White noise', 'Vehicle', 'Microwave oven', 'Mechanical fan', 'Ship']"
audio/metro_station-barcelona-63-1889-a.wav,metro_station,"['Vehicle', 'Mechanical fan', 'White noise', 'Microwave oven', 'Ship']"
audio/metro_station-barcelona-63-1890-a.wav,metro_station,"['Vehicle', 'White noise', 'Car', 'Silence']"
audio/metro_station-barcelona-63-1891-a.wav,metro_station,"['Music', 'Train', 'Vehicle', 'Rail transport', 'Sliding door', 'Railroad car, train wagon', 'Subway, metro, underground']"
audio/metro_station-barcelona-63-1892-a.wav,metro_station,"['Vehicle', 'White noise', 'Car', 'Aircraft']"
audio/metro_station-barcelona-63-1893-a.wav,metro_station,"['Vehicle', 'White noise', 'Mechanical fan', 'Microwave oven', 'Ship', 'Car']"
audio/metro_station-barcelona-63-1894-a.wav,metro_station,"['Vehicle', 'Train', 'Car', 'Railroad car, train wagon', 'Ship', 'Bus', 'Rail transport', 'White noise', 'Traffic noise, roadway noise', 'Field recording', 'Outside, urban or manmade']"
audio/metro_station-barcelona-63-1895-a.wav,metro_station,"['Vehicle', 'White noise', 'Music', 'Train']"
audio/metro_station-barcelona-63-1896-a.wav,metro_station,"['Vehicle', 'Air brake', 'Music', 'Truck']"
audio/metro_station-barcelona-63-1897-a.wav,metro_station,"['Vehicle', 'Car', 'Field recording', 'Speech', 'Aircraft', 'Ship', 'Boat, Water vehicle', 'Fixed-wing aircraft, airplane', 'Outside, urban or manmade', 'Outside, rural or natural', 'Rumble']"
audio/metro_station-barcelona-63-1898-a.wav,metro_station,"['Vehicle', 'Train', 'Car', 'Ship', 'Field recording', 'Aircraft', 'Railroad car, train wagon', 'Outside, urban or manmade', 'White noise', 'Boat, Water vehicle', 'Rail transport', 'Fixed-wing aircraft, airplane']"
audio/metro_station-barcelona-63-1899-a.wav,metro_station,"['Vehicle', 'Train', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Railroad car, train wagon', 'Field recording', 'Rail transport', 'Ship', 'Car', 'Outside, urban or manmade', 'Boat, Water vehicle', 'Outside, rural or natural']"
audio/metro_station-barcelona-63-1900-a.wav,metro_station,"['Vehicle', 'Train', 'Aircraft', 'Railroad car, train wagon', 'Fixed-wing aircraft, airplane', 'Ship', 'Rail transport', 'White noise']"
audio/metro_station-barcelona-63-1901-a.wav,metro_station,"['Vehicle', 'Microwave oven', 'Mechanical fan', 'White noise', 'Car']"
audio/metro_station-barcelona-63-1902-a.wav,metro_station,"['Vehicle', 'Air brake', 'Bus', 'Speech', 'Music']"
audio/metro_station-barcelona-63-1903-a.wav,metro_station,"['Vehicle', 'Car', 'Train', 'Ship', 'Boat, Water vehicle', 'Railroad car, train wagon', 'Aircraft', 'Field recording', 'Rail transport', 'White noise', 'Outside, urban or manmade']"
audio/metro_station-barcelona-63-1904-a.wav,metro_station,"['Vehicle', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Subway, metro, underground', 'Bus', 'Car', 'Outside, urban or manmade']"
audio/metro_station-barcelona-63-1905-a.wav,metro_station,"['Vehicle', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Car', 'Bus', 'Outside, urban or manmade', 'Subway, metro, underground']"
audio/metro_station-barcelona-63-1906-a.wav,metro_station,"['Vehicle', 'Speech', 'Rumble', 'Field recording', 'Car', 'Boat, Water vehicle']"
audio/metro_station-barcelona-63-1907-a.wav,metro_station,"['Vehicle', 'Microwave oven', 'Car', 'Bus', 'Train']"
audio/metro_station-barcelona-63-1908-a.wav,metro_station,"['Train', 'Vehicle', 'Railroad car, train wagon', 'Rail transport', 'Subway, metro, underground', 'Train wheels squealing', 'Speech', 'Bus']"
audio/metro_station-barcelona-63-1909-a.wav,metro_station,"['White noise', 'Vehicle', 'Mechanical fan', 'Ship']"
audio/metro_station-helsinki-64-1910-a.wav,metro_station,"['Silence', 'Inside, small room', 'Animal', 'Speech', 'Tick']"
audio/metro_station-helsinki-64-1911-a.wav,metro_station,"['Vehicle', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Subway, metro, underground']"
audio/metro_station-helsinki-64-1912-a.wav,metro_station,"['Speech', 'Vehicle', 'Animal', 'Music', 'Silence']"
audio/metro_station-helsinki-64-1913-a.wav,metro_station,"['Speech', 'Vehicle', 'Sliding door', 'Door', 'Animal', 'Train']"
audio/metro_station-helsinki-64-1914-a.wav,metro_station,"['Speech', 'Vehicle', 'Music', 'Silence']"
audio/metro_station-helsinki-64-1915-a.wav,metro_station,"['Vehicle', 'Speech', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Outside, urban or manmade', 'Bus', 'Traffic noise, roadway noise', 'Car']"
audio/metro_station-helsinki-64-1916-a.wav,metro_station,"['Speech', 'Mouse', 'Animal', 'Rodents, rats, mice', 'Domestic animals, pets', 'Horse', 'Clip-clop', 'Vehicle']"
audio/metro_station-helsinki-64-1917-a.wav,metro_station,"['Speech', 'Animal', 'Clip-clop', 'Vehicle', 'Horse', 'Music']"
audio/metro_station-helsinki-64-1918-a.wav,metro_station,"['Speech', 'Vehicle', 'Outside, urban or manmade', 'Animal', 'Horse', 'Clip-clop', 'Car']"
audio/metro_station-helsinki-64-1919-a.wav,metro_station,"['Train', 'Rail transport', 'Railroad car, train wagon', 'Subway, metro, underground', 'Vehicle', 'Train wheels squealing', 'Clickety-clack', 'Speech', 'Outside, urban or manmade', 'Train horn']"
audio/metro_station-helsinki-64-1920-a.wav,metro_station,"['Vehicle', 'Emergency vehicle', 'Fire engine, fire truck (siren)', 'Siren', 'Police car (siren)', 'Truck', 'Music']"
audio/metro_station-helsinki-64-1921-a.wav,metro_station,"['Silence', 'Inside, small room', 'Music']"
audio/metro_station-helsinki-64-1922-a.wav,metro_station,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Fire', 'Run', 'Vehicle', 'Bicycle', 'Outside, urban or manmade', 'Eruption']"
audio/metro_station-helsinki-64-1923-a.wav,metro_station,"['Silence', 'Inside, small room', 'Speech', 'Music']"
audio/metro_station-helsinki-64-1924-a.wav,metro_station,"['Speech', 'Vehicle', 'Animal']"
audio/metro_station-helsinki-64-1925-a.wav,metro_station,"['Silence', 'Inside, small room', 'Music']"
audio/metro_station-helsinki-64-1926-a.wav,metro_station,"['Vehicle', 'Animal', 'Speech', 'Clip-clop', 'Horse', 'Patter']"
audio/metro_station-helsinki-64-1927-a.wav,metro_station,"['Vehicle', 'Speech', 'Music', 'Silence', 'Car']"
audio/metro_station-helsinki-64-1928-a.wav,metro_station,"['Speech', 'Vehicle', 'Animal', 'Outside, urban or manmade', 'Silence']"
audio/metro_station-helsinki-64-1929-a.wav,metro_station,"['Vehicle', 'Silence', 'Speech', 'Outside, urban or manmade', 'Outside, rural or natural']"
audio/metro_station-helsinki-64-1930-a.wav,metro_station,"['Speech', 'Vehicle', 'Outside, urban or manmade', 'Train', 'Animal', 'Car']"
audio/metro_station-helsinki-64-1931-a.wav,metro_station,"['Vehicle', 'Subway, metro, underground', 'Train', 'Emergency vehicle', 'Fire engine, fire truck (siren)', 'Rail transport', 'Railroad car, train wagon', 'Siren', 'Police car (siren)', 'Truck']"
audio/metro_station-helsinki-64-1932-a.wav,metro_station,"['Speech', 'Clip-clop', 'Animal', 'Music', 'Horse', 'Vehicle', 'Sliding door']"
audio/metro_station-helsinki-64-1933-a.wav,metro_station,"['Silence', 'Inside, small room', 'Tick', 'Speech', 'Tick-tock']"
audio/metro_station-helsinki-64-1934-a.wav,metro_station,"['Vehicle', 'Speech', 'Boat, Water vehicle', 'Outside, urban or manmade', 'Ship', 'Car', 'Wind', 'Wind noise (microphone)']"
audio/metro_station-helsinki-64-1935-a.wav,metro_station,"['Vehicle', 'Silence', 'Outside, urban or manmade', 'Car', 'Music', 'Aircraft']"
audio/metro_station-helsinki-64-1936-a.wav,metro_station,"['Vehicle', 'Train', 'Subway, metro, underground', 'Rail transport', 'Railroad car, train wagon', 'Speech', 'Fire engine, fire truck (siren)', 'Emergency vehicle', 'Siren', 'Truck', 'Bus', 'Train wheels squealing', 'Car']"
audio/metro_station-helsinki-64-1937-a.wav,metro_station,"['Speech', 'Vehicle', 'Clip-clop', 'Animal', 'Outside, urban or manmade', 'Horse', 'Run', 'Music']"
audio/metro_station-helsinki-64-1938-a.wav,metro_station,"['Vehicle', 'Speech', 'Car', 'Aircraft', 'Outside, urban or manmade', 'Field recording', 'Fixed-wing aircraft, airplane', 'Boat, Water vehicle', 'Outside, rural or natural']"
audio/metro_station-helsinki-64-1939-a.wav,metro_station,"['Vehicle', 'Speech', 'Reversing beeps', 'Truck', 'Car', 'Outside, urban or manmade', 'Bus']"
audio/metro_station-helsinki-65-1940-a.wav,metro_station,"['Train', 'Railroad car, train wagon', 'Rail transport', 'Vehicle', 'Train wheels squealing', 'Subway, metro, underground', 'Clickety-clack', 'Music']"
audio/metro_station-helsinki-65-1941-a.wav,metro_station,"['Vehicle', 'Animal', 'Train', 'Speech']"
audio/metro_station-helsinki-65-1942-a.wav,metro_station,"['Vehicle', 'Reversing beeps', 'Truck', 'Silence', 'Music', 'Speech']"
audio/metro_station-helsinki-65-1943-a.wav,metro_station,"['Speech', 'Mouse', 'Animal', 'Vehicle', 'Male speech, man speaking']"
audio/metro_station-helsinki-65-1944-a.wav,metro_station,"['Speech', 'Mouse', 'Animal', 'Male speech, man speaking']"
audio/metro_station-helsinki-65-1945-a.wav,metro_station,"['Speech', 'Train', 'Rail transport', 'Vehicle', 'Sliding door', 'Door', 'Railroad car, train wagon', 'Subway, metro, underground', 'Music', 'Arrow']"
audio/metro_station-helsinki-65-1946-a.wav,metro_station,"['Vehicle', 'Speech', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Field recording', 'Train', 'Outside, urban or manmade', 'Railroad car, train wagon', 'Rail transport', 'Outside, rural or natural', 'Car', 'Aircraft engine']"
audio/metro_station-helsinki-65-1947-a.wav,metro_station,"['Speech', 'Animal', 'Music', 'Domestic animals, pets']"
audio/metro_station-helsinki-65-1948-a.wav,metro_station,"['Vehicle', 'Speech', 'Train', 'Outside, urban or manmade']"
audio/metro_station-helsinki-65-1949-a.wav,metro_station,"['Silence', 'Music', 'Vehicle']"
audio/metro_station-helsinki-65-1950-a.wav,metro_station,"['Vehicle', 'Train', 'Speech', 'Railroad car, train wagon', 'Rail transport', 'Field recording', 'Car', 'Outside, urban or manmade', 'Bus', 'Subway, metro, underground']"
audio/metro_station-helsinki-65-1951-a.wav,metro_station,"['Vehicle', 'Car', 'Field recording', 'Train', 'Outside, urban or manmade', 'Music', 'Ship', 'Traffic noise, roadway noise', 'Boat, Water vehicle', 'Speech']"
audio/metro_station-helsinki-65-1952-a.wav,metro_station,"['Vehicle', 'Train', 'Animal', 'Music']"
audio/metro_station-helsinki-65-1953-a.wav,metro_station,"['Vehicle', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Music']"
audio/metro_station-helsinki-65-1954-a.wav,metro_station,"['Speech', 'Mouse', 'Vehicle', 'Animal', 'Train']"
audio/metro_station-helsinki-65-1955-a.wav,metro_station,"['Speech', 'Music', 'Children playing', 'Animal', 'Child speech, kid speaking', 'Outside, urban or manmade', 'Vehicle']"
audio/metro_station-helsinki-65-1956-a.wav,metro_station,"['Train', 'Rail transport', 'Railroad car, train wagon', 'Vehicle', 'Speech', 'Subway, metro, underground', 'Train wheels squealing', 'Clickety-clack']"
audio/metro_station-helsinki-65-1957-a.wav,metro_station,"['Speech', 'Vehicle', 'Animal', 'Outside, urban or manmade']"
audio/metro_station-helsinki-65-1958-a.wav,metro_station,"['Vehicle', 'Train', 'Speech', 'Outside, urban or manmade', 'Railroad car, train wagon', 'Car']"
audio/metro_station-helsinki-65-1959-a.wav,metro_station,"['Speech', 'Arrow', 'Whip', 'Sliding door', 'Vehicle']"
audio/metro_station-helsinki-65-1960-a.wav,metro_station,"['Speech', 'Vehicle', 'Music', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Car', 'Field recording', 'Boat, Water vehicle', 'Ship', 'Outside, urban or manmade']"
audio/metro_station-helsinki-65-1961-a.wav,metro_station,"['Speech', 'Vehicle', 'Animal', 'Horse', 'Clip-clop']"
audio/metro_station-helsinki-65-1962-a.wav,metro_station,"['Speech', 'Music', 'Vehicle', 'Car', 'Outside, urban or manmade', 'Musical instrument']"
audio/metro_station-helsinki-65-1963-a.wav,metro_station,"['Speech', 'Vehicle', 'Field recording', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Music', 'Train', 'Outside, urban or manmade', 'Ship']"
audio/metro_station-helsinki-65-1964-a.wav,metro_station,"['Speech', 'Animal', 'Clip-clop', 'Horse', 'Mouse', 'Music', 'Walk, footsteps', 'Vehicle', 'Bird', 'Domestic animals, pets']"
audio/metro_station-helsinki-65-1965-a.wav,metro_station,"['Speech', 'Vehicle', 'Music']"
audio/metro_station-helsinki-65-1966-a.wav,metro_station,"['Vehicle', 'Speech', 'Music']"
audio/metro_station-helsinki-65-1967-a.wav,metro_station,"['Speech', 'Vehicle', 'Silence', 'Music']"
audio/metro_station-helsinki-65-1968-a.wav,metro_station,"['Speech', 'Vehicle', 'Animal', 'Clip-clop', 'Horse', 'Outside, urban or manmade', 'Train']"
audio/metro_station-helsinki-65-1969-a.wav,metro_station,"['Train', 'Railroad car, train wagon', 'Rail transport', 'Train wheels squealing', 'Vehicle', 'Subway, metro, underground']"
audio/metro_station-helsinki-66-1970-a.wav,metro_station,"['Silence', 'Animal']"
audio/metro_station-helsinki-66-1971-a.wav,metro_station,"['Silence', 'Music']"
audio/metro_station-helsinki-66-1972-a.wav,metro_station,"['Silence', 'Music']"
audio/metro_station-helsinki-66-1973-a.wav,metro_station,"['Silence', 'Music']"
audio/metro_station-helsinki-66-1974-a.wav,metro_station,"['Vehicle', 'Speech', 'Animal', 'Silence']"
audio/metro_station-helsinki-66-1975-a.wav,metro_station,"['Animal', 'Speech', 'Silence', 'Mouse']"
audio/metro_station-helsinki-66-1976-a.wav,metro_station,"['Silence', 'Music']"
audio/metro_station-helsinki-66-1977-a.wav,metro_station,"['Speech', 'Vehicle', 'Music', 'Slam', 'Door', 'Sliding door']"
audio/metro_station-helsinki-66-1978-a.wav,metro_station,"['Mouse', 'Speech', 'Scissors', 'Animal']"
audio/metro_station-helsinki-66-1979-a.wav,metro_station,"['Speech', 'Vehicle', 'Animal', 'Clip-clop', 'Horse']"
audio/metro_station-helsinki-66-1980-a.wav,metro_station,"['Animal', 'Horse', 'Clip-clop', 'Speech', 'Inside, small room', 'Tick-tock']"
audio/metro_station-helsinki-66-1981-a.wav,metro_station,"['Speech', 'Vehicle', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Outside, urban or manmade', 'Field recording']"
audio/metro_station-helsinki-66-1982-a.wav,metro_station,"['Silence', 'Speech', 'Music']"
audio/metro_station-helsinki-66-1983-a.wav,metro_station,"['Speech', 'Squish', 'Inside, small room', 'Animal', 'Mouse']"
audio/metro_station-helsinki-67-1984-a.wav,metro_station,"['Vehicle', 'Silence']"
audio/metro_station-helsinki-67-1985-a.wav,metro_station,"['Speech', 'Clip-clop', 'Music', 'Horse', 'Animal', 'Vehicle', 'Outside, urban or manmade', 'Run']"
audio/metro_station-helsinki-67-1986-a.wav,metro_station,"['Vehicle', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Subway, metro, underground', 'Aircraft', 'Outside, urban or manmade', 'Fixed-wing aircraft, airplane', 'Car', 'Field recording']"
audio/metro_station-helsinki-67-1987-a.wav,metro_station,"['Silence', 'Inside, small room', 'Speech', 'Music']"
audio/metro_station-helsinki-67-1988-a.wav,metro_station,"['Vehicle', 'Train', 'Speech', 'Railroad car, train wagon', 'Rail transport', 'Music', 'Outside, urban or manmade', 'Car']"
audio/metro_station-helsinki-67-1989-a.wav,metro_station,"['Vehicle', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Subway, metro, underground', 'Car', 'Emergency vehicle', 'Siren']"
audio/metro_station-helsinki-67-1990-a.wav,metro_station,"['Vehicle', 'Speech', 'Car', 'Truck', 'Reversing beeps', 'Traffic noise, roadway noise', 'Outside, urban or manmade']"
audio/metro_station-helsinki-67-1991-a.wav,metro_station,"['Speech', 'Vehicle', 'Arrow', 'Sliding door', 'Mouse']"
audio/metro_station-helsinki-67-1992-a.wav,metro_station,"['Vehicle', 'Speech', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Aircraft engine', 'Outside, urban or manmade', 'Field recording', 'Outside, rural or natural']"
audio/metro_station-helsinki-67-1993-a.wav,metro_station,"['Silence', 'Inside, small room', 'Clicking', 'Speech']"
audio/metro_station-helsinki-67-1994-a.wav,metro_station,"['Vehicle', 'Music', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Speech']"
audio/metro_station-helsinki-67-1995-a.wav,metro_station,"['Vehicle', 'Emergency vehicle', 'Train', 'Fire engine, fire truck (siren)', 'Siren', 'Subway, metro, underground', 'Rail transport', 'Railroad car, train wagon', 'Police car (siren)', 'Truck', 'Air brake']"
audio/metro_station-helsinki-67-1996-a.wav,metro_station,"['Silence', 'Speech', 'Music']"
audio/metro_station-helsinki-67-1997-a.wav,metro_station,"['Speech', 'Music', 'Vehicle']"
audio/metro_station-helsinki-67-1998-a.wav,metro_station,"['Vehicle', 'Train', 'Music']"
audio/metro_station-helsinki-67-1999-a.wav,metro_station,"['Vehicle', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Car', 'Outside, urban or manmade', 'Field recording']"
audio/metro_station-helsinki-67-2000-a.wav,metro_station,"['Animal', 'Horse', 'Clip-clop', 'Speech', 'Vehicle', 'Mouse']"
audio/metro_station-helsinki-67-2001-a.wav,metro_station,"['Vehicle', 'Train', 'Railroad car, train wagon', 'Rail transport', 'Aircraft', 'Subway, metro, underground', 'Speech', 'Fixed-wing aircraft, airplane', 'Outside, urban or manmade']"
audio/metro_station-helsinki-67-2002-a.wav,metro_station,"['Silence', 'Inside, small room', 'Music']"
audio/metro_station-helsinki-67-2003-a.wav,metro_station,"['Train', 'Vehicle', 'Rail transport', 'Railroad car, train wagon', 'Subway, metro, underground', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Outside, urban or manmade']"
audio/metro_station-helsinki-67-2004-a.wav,metro_station,"['Vehicle', 'Train', 'Car', 'Railroad car, train wagon', 'Rail transport', 'Outside, urban or manmade', 'Bus']"
audio/metro_station-helsinki-67-2005-a.wav,metro_station,"['Vehicle', 'Train', 'Subway, metro, underground', 'Rail transport', 'Railroad car, train wagon', 'Air brake', 'Speech', 'Music']"
audio/metro_station-helsinki-67-2006-a.wav,metro_station,"['Speech', 'Vehicle', 'Music', 'Outside, urban or manmade', 'Animal', 'Horse']"
audio/metro_station-helsinki-67-2007-a.wav,metro_station,"['Train', 'Vehicle', 'Railroad car, train wagon', 'Rail transport', 'Subway, metro, underground', 'Outside, urban or manmade', 'Ship']"
audio/metro_station-helsinki-67-2008-a.wav,metro_station,"['Train', 'Vehicle', 'Rail transport', 'Railroad car, train wagon', 'Speech', 'Subway, metro, underground', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Outside, urban or manmade']"
audio/metro_station-helsinki-67-2009-a.wav,metro_station,"['Music', 'Vehicle', 'Speech', 'Musical instrument', 'Car']"
audio/metro_station-helsinki-67-2010-a.wav,metro_station,['Vehicle']
audio/metro_station-helsinki-67-2011-a.wav,metro_station,"['Silence', 'Animal']"
audio/metro_station-helsinki-67-2012-a.wav,metro_station,"['Vehicle', 'Train', 'Aircraft', 'Fixed-wing aircraft, airplane', 'Sliding door', 'Railroad car, train wagon', 'Rail transport', 'Subway, metro, underground', 'Door']"
audio/metro_station-london-68-2013-a.wav,metro_station,"['Speech', 'Music', 'Vehicle', 'Outside, urban or manmade', 'Animal']"
audio/metro_station-london-68-2014-a.wav,metro_station,"['Speech', 'Vehicle', 'Outside, urban or manmade', 'Animal', 'Clip-clop']"
audio/metro_station-london-68-2015-a.wav,metro_station,"['Speech', 'Train', 'Vehicle', 'Animal', 'Snake', 'Rail transport', 'Railroad car, train wagon', 'Cricket', 'Mouse']"
audio/metro_station-london-68-2016-a.wav,metro_station,"['Speech', 'Male speech, man speaking', 'Narration, monologue', 'Female speech, woman speaking', 'Animal', 'Conversation']"
audio/metro_station-london-68-2017-a.wav,metro_station,"['Speech', 'Vehicle', 'Train', 'Rail transport', 'Subway, metro, underground', 'Railroad car, train wagon', 'Mouse', 'Animal']"
audio/metro_station-london-68-2018-a.wav,metro_station,"['Speech', 'Animal', 'Male speech, man speaking', 'Clip-clop', 'Horse', 'Inside, small room']"
audio/metro_station-london-68-2019-a.wav,metro_station,"['Train', 'Rail transport', 'Speech', 'Railroad car, train wagon', 'Subway, metro, underground', 'Vehicle', 'Train wheels squealing']"
audio/metro_station-london-68-2020-a.wav,metro_station,"['Speech', 'Chuckle, chortle', 'Laughter', 'Snicker', 'Male speech, man speaking']"
audio/metro_station-london-68-2021-a.wav,metro_station,"['Speech', 'Music', 'Mouse', 'Vehicle', 'Animal']"
audio/metro_station-london-68-2022-a.wav,metro_station,"['Speech', 'Animal', 'Domestic animals, pets', 'Dog', 'Male speech, man speaking', 'Bird', 'Chuckle, chortle', 'Mouse']"
audio/metro_station-london-68-2023-a.wav,metro_station,"['Speech', 'Music', 'Snort', 'Gasp', 'Inside, large room or hall', 'Snake']"
audio/metro_station-london-68-2024-a.wav,metro_station,"['Speech', 'Chatter', 'Animal', 'Male speech, man speaking', 'Outside, urban or manmade', 'Horse', 'Clip-clop', 'Inside, public space']"
audio/metro_station-london-69-2025-a.wav,metro_station,"['Speech', 'Vehicle', 'Train', 'Rail transport', 'Railroad car, train wagon', 'Subway, metro, underground', 'Ship', 'Bus', 'Boat, Water vehicle', 'Outside, urban or manmade', 'Music', 'Aircraft']"
